,Date,Wind_m/s,Precipitation_mm,Min_temp,Max_temp,Mean_temp,Wind_m/s1,Precipitation_mm1,Min_temp1,Max_temp1,Mean_temp1,Wind_m/s2,Precipitation_mm2,Min_temp2,Max_temp2,Mean_temp2,Target: Min_temp
474,2018.10.20,5.2,0.0,7.2,19.6,13.4,2.3,0.0,8.9,21.0,14.95,2.0,0.0,9.4,21.1,15.25,8.3
475,2018.10.21,5.3,4.6,8.3,10.8,9.55,5.2,0.0,7.2,19.6,13.4,2.3,0.0,8.9,21.0,14.95,7.7
476,2018.10.22,3.5,0.3,7.7,15.0,11.35,5.3,4.6,8.3,10.8,9.55,5.2,0.0,7.2,19.6,13.4,8.2
477,2018.10.23,8.6,0.0,8.2,12.7,10.45,3.5,0.3,7.7,15.0,11.35,5.3,4.6,8.3,10.8,9.55,6.8
478,2018.10.24,12.6,1.4,6.8,12.8,9.8,8.6,0.0,8.2,12.7,10.45,3.5,0.3,7.7,15.0,11.35,6.0
479,2018.10.25,7.8,0.7,6.0,14.3,10.15,12.6,1.4,6.8,12.8,9.8,8.6,0.0,8.2,12.7,10.45,7.1
480,2018.10.26,5.1,0.0,7.1,14.1,10.6,7.8,0.7,6.0,14.3,10.15,12.6,1.4,6.8,12.8,9.8,10.6
481,2018.10.27,5.3,4.1,10.6,13.9,12.25,5.1,0.0,7.1,14.1,10.6,7.8,0.7,6.0,14.3,10.15,11.4
482,2018.10.28,7.3,6.9,11.4,20.7,16.05,5.3,4.1,10.6,13.9,12.25,5.1,0.0,7.1,14.1,10.6,16.0
483,2018.10.29,7.7,20.5,16.0,20.4,18.2,7.3,6.9,11.4,20.7,16.05,5.3,4.1,10.6,13.9,12.25,10.8
484,2018.10.30,7.7,4.7,10.8,18.1,14.450000000000001,7.7,20.5,16.0,20.4,18.2,7.3,6.9,11.4,20.7,16.05,9.9
485,2018.10.31,4.6,0.0,9.9,18.4,14.149999999999999,7.7,4.7,10.8,18.1,14.450000000000001,7.7,20.5,16.0,20.4,18.2,8.8
486,2018.11.01,4.7,0.0,8.8,20.8,14.8,4.6,0.0,9.9,18.4,14.149999999999999,7.7,4.7,10.8,18.1,14.450000000000001,13.0
487,2018.11.02,4.3,0.2,13.0,21.2,17.1,4.7,0.0,8.8,20.8,14.8,4.6,0.0,9.9,18.4,14.149999999999999,11.3
488,2018.11.03,2.7,0.0,11.3,19.6,15.450000000000001,4.3,0.2,13.0,21.2,17.1,4.7,0.0,8.8,20.8,14.8,7.9
489,2018.11.04,2.6,0.0,7.9,17.3,12.600000000000001,2.7,0.0,11.3,19.6,15.450000000000001,4.3,0.2,13.0,21.2,17.1,6.6
490,2018.11.05,4.2,0.0,6.6,17.2,11.899999999999999,2.6,0.0,7.9,17.3,12.600000000000001,2.7,0.0,11.3,19.6,15.450000000000001,7.3
491,2018.11.06,4.9,0.0,7.3,15.8,11.55,4.2,0.0,6.6,17.2,11.899999999999999,2.6,0.0,7.9,17.3,12.600000000000001,6.6
492,2018.11.07,4.8,0.0,6.6,15.6,11.1,4.9,0.0,7.3,15.8,11.55,4.2,0.0,6.6,17.2,11.899999999999999,5.4
493,2018.11.08,3.1,0.0,5.4,14.3,9.850000000000001,4.8,0.0,6.6,15.6,11.1,4.9,0.0,7.3,15.8,11.55,3.0
494,2018.11.09,3.6,0.0,3.0,12.7,7.85,3.1,0.0,5.4,14.3,9.850000000000001,4.8,0.0,6.6,15.6,11.1,3.2
495,2018.11.10,4.3,0.1,3.2,10.9,7.050000000000001,3.6,0.0,3.0,12.7,7.85,3.1,0.0,5.4,14.3,9.850000000000001,4.8
496,2018.11.11,4.0,0.2,4.8,15.0,9.9,4.3,0.1,3.2,10.9,7.050000000000001,3.6,0.0,3.0,12.7,7.85,4.3
497,2018.11.12,3.6,0.0,4.3,14.7,9.5,4.0,0.2,4.8,15.0,9.9,4.3,0.1,3.2,10.9,7.050000000000001,5.8
498,2018.11.13,3.8,0.1,5.8,13.8,9.8,3.6,0.0,4.3,14.7,9.5,4.0,0.2,4.8,15.0,9.9,3.5
499,2018.11.14,6.9,0.0,3.5,12.0,7.75,3.8,0.1,5.8,13.8,9.8,3.6,0.0,4.3,14.7,9.5,0.6
500,2018.11.15,2.5,0.0,0.6,10.7,5.6499999999999995,6.9,0.0,3.5,12.0,7.75,3.8,0.1,5.8,13.8,9.8,0.9
501,2018.11.16,5.3,0.0,0.9,8.3,4.6000000000000005,2.5,0.0,0.6,10.7,5.6499999999999995,6.9,0.0,3.5,12.0,7.75,-1.5
502,2018.11.17,5.5,0.0,-1.5,5.9,2.2,5.3,0.0,0.9,8.3,4.6000000000000005,2.5,0.0,0.6,10.7,5.6499999999999995,-3.6
503,2018.11.18,2.5,0.0,-3.6,6.4,1.4000000000000001,5.5,0.0,-1.5,5.9,2.2,5.3,0.0,0.9,8.3,4.6000000000000005,-0.5
504,2018.11.19,4.1,1.2,-0.5,1.9,0.7,2.5,0.0,-3.6,6.4,1.4000000000000001,5.5,0.0,-1.5,5.9,2.2,0.3
505,2018.11.20,8.7,4.0,0.3,4.5,2.4,4.1,1.2,-0.5,1.9,0.7,2.5,0.0,-3.6,6.4,1.4000000000000001,3.4
506,2018.11.21,5.4,4.6,3.4,4.3,3.8499999999999996,8.7,4.0,0.3,4.5,2.4,4.1,1.2,-0.5,1.9,0.7,2.4
507,2018.11.22,2.9,0.7,2.4,4.9,3.6500000000000004,5.4,4.6,3.4,4.3,3.8499999999999996,8.7,4.0,0.3,4.5,2.4,2.7
508,2018.11.23,3.7,0.6,2.7,4.8,3.75,2.9,0.7,2.4,4.9,3.6500000000000004,5.4,4.6,3.4,4.3,3.8499999999999996,1.5
509,2018.11.24,4.4,2.8,1.5,6.4,3.95,3.7,0.6,2.7,4.8,3.75,2.9,0.7,2.4,4.9,3.6500000000000004,4.7
510,2018.11.25,4.9,14.8,4.7,6.9,5.800000000000001,4.4,2.8,1.5,6.4,3.95,3.7,0.6,2.7,4.8,3.75,5.3
511,2018.11.26,6.7,14.3,5.3,9.4,7.35,4.9,14.8,4.7,6.9,5.800000000000001,4.4,2.8,1.5,6.4,3.95,0.9
512,2018.11.27,5.6,8.8,0.9,4.6,2.75,6.7,14.3,5.3,9.4,7.35,4.9,14.8,4.7,6.9,5.800000000000001,-3.8
513,2018.11.28,7.1,0.4,-3.8,1.6,-1.0999999999999999,5.6,8.8,0.9,4.6,2.75,6.7,14.3,5.3,9.4,7.35,-6.3
514,2018.11.29,5.4,0.6,-6.3,-0.2,-3.25,7.1,0.4,-3.8,1.6,-1.0999999999999999,5.6,8.8,0.9,4.6,2.75,-5.3
515,2018.11.30,3.2,0.3,-5.3,-2.1,-3.7,5.4,0.6,-6.3,-0.2,-3.25,7.1,0.4,-3.8,1.6,-1.0999999999999999,-5.6
516,2018.12.01,2.8,0.1,-5.6,-1.8,-3.6999999999999997,3.2,0.3,-5.3,-2.1,-3.7,5.4,0.6,-6.3,-0.2,-3.25,-4.4
517,2018.12.02,4.3,0.0,-4.4,0.3,-2.0500000000000003,2.8,0.1,-5.6,-1.8,-3.6999999999999997,3.2,0.3,-5.3,-2.1,-3.7,-2.4
518,2018.12.03,3.3,0.4,-2.4,3.3,0.44999999999999996,4.3,0.0,-4.4,0.3,-2.0500000000000003,2.8,0.1,-5.6,-1.8,-3.6999999999999997,0.2
519,2018.12.04,5.9,0.7,0.2,5.4,2.8000000000000003,3.3,0.4,-2.4,3.3,0.44999999999999996,4.3,0.0,-4.4,0.3,-2.0500000000000003,-5.0
520,2018.12.05,6.7,0.0,-5.0,4.9,-0.04999999999999982,5.9,0.7,0.2,5.4,2.8000000000000003,3.3,0.4,-2.4,3.3,0.44999999999999996,-5.9
521,2018.12.06,3.0,0.1,-5.9,2.0,-1.9500000000000002,6.7,0.0,-5.0,4.9,-0.04999999999999982,5.9,0.7,0.2,5.4,2.8000000000000003,-0.9
522,2018.12.07,2.6,3.5,-0.9,2.6,0.8500000000000001,3.0,0.1,-5.9,2.0,-1.9500000000000002,6.7,0.0,-5.0,4.9,-0.04999999999999982,0.1
523,2018.12.08,6.0,6.4,0.1,6.8,3.4499999999999997,2.6,3.5,-0.9,2.6,0.8500000000000001,3.0,0.1,-5.9,2.0,-1.9500000000000002,-0.1
524,2018.12.09,5.7,0.8,-0.1,6.1,3.0,6.0,6.4,0.1,6.8,3.4499999999999997,2.6,3.5,-0.9,2.6,0.8500000000000001,1.4
525,2018.12.10,7.9,0.6,1.4,5.9,3.6500000000000004,5.7,0.8,-0.1,6.1,3.0,6.0,6.4,0.1,6.8,3.4499999999999997,-0.2
526,2018.12.11,5.6,0.8,-0.2,3.7,1.75,7.9,0.6,1.4,5.9,3.6500000000000004,5.7,0.8,-0.1,6.1,3.0,-0.9
527,2018.12.12,5.6,0.4,-0.9,3.1,1.1,5.6,0.8,-0.2,3.7,1.75,7.9,0.6,1.4,5.9,3.6500000000000004,-5.3
528,2018.12.13,2.0,0.0,-5.3,1.6,-1.8499999999999999,5.6,0.4,-0.9,3.1,1.1,5.6,0.8,-0.2,3.7,1.75,-5.7
529,2018.12.14,4.5,0.7,-5.7,-0.6,-3.15,2.0,0.0,-5.3,1.6,-1.8499999999999999,5.6,0.4,-0.9,3.1,1.1,-1.1
530,2018.12.15,5.8,14.8,-1.1,-0.4,-0.75,4.5,0.7,-5.7,-0.6,-3.15,2.0,0.0,-5.3,1.6,-1.8499999999999999,-4.2
531,2018.12.16,3.0,4.3,-4.2,-0.7,-2.45,5.8,14.8,-1.1,-0.4,-0.75,4.5,0.7,-5.7,-0.6,-3.15,-7.6
532,2018.12.17,1.9,0.4,-7.6,-4.3,-5.949999999999999,3.0,4.3,-4.2,-0.7,-2.45,5.8,14.8,-1.1,-0.4,-0.75,-8.2
533,2018.12.18,2.0,0.1,-8.2,-2.6,-5.3999999999999995,1.9,0.4,-7.6,-4.3,-5.949999999999999,3.0,4.3,-4.2,-0.7,-2.45,-9.8
534,2018.12.19,4.0,0.7,-9.8,-7.0,-8.4,2.0,0.1,-8.2,-2.6,-5.3999999999999995,1.9,0.4,-7.6,-4.3,-5.949999999999999,-8.3
535,2018.12.20,4.7,1.2,-8.3,-4.2,-6.25,4.0,0.7,-9.8,-7.0,-8.4,2.0,0.1,-8.2,-2.6,-5.3999999999999995,-6.3
536,2018.12.21,3.1,0.0,-6.3,-0.9,-3.6,4.7,1.2,-8.3,-4.2,-6.25,4.0,0.7,-9.8,-7.0,-8.4,1.1
537,2018.12.22,5.7,1.4,1.1,6.7,3.9000000000000004,3.1,0.0,-6.3,-0.9,-3.6,4.7,1.2,-8.3,-4.2,-6.25,2.1
538,2018.12.23,6.3,0.6,2.1,6.4,4.25,5.7,1.4,1.1,6.7,3.9000000000000004,3.1,0.0,-6.3,-0.9,-3.6,-2.1
539,2018.12.24,6.0,6.2,-2.1,4.0,0.95,6.3,0.6,2.1,6.4,4.25,5.7,1.4,1.1,6.7,3.9000000000000004,-3.5
540,2018.12.25,7.9,0.4,-3.5,2.0,-0.75,6.0,6.2,-2.1,4.0,0.95,6.3,0.6,2.1,6.4,4.25,-0.8
541,2018.12.26,7.1,0.2,-0.8,3.8,1.5,7.9,0.4,-3.5,2.0,-0.75,6.0,6.2,-2.1,4.0,0.95,0.0
542,2018.12.27,5.6,0.0,0.0,5.9,2.95,7.1,0.2,-0.8,3.8,1.5,7.9,0.4,-3.5,2.0,-0.75,2.3
543,2018.12.28,6.5,0.0,2.3,6.1,4.199999999999999,5.6,0.0,0.0,5.9,2.95,7.1,0.2,-0.8,3.8,1.5,0.0
544,2018.12.29,5.7,0.0,0.0,5.1,2.55,6.5,0.0,2.3,6.1,4.199999999999999,5.6,0.0,0.0,5.9,2.95,-0.7
545,2018.12.30,8.8,1.4,-0.7,4.8,2.05,5.7,0.0,0.0,5.1,2.55,6.5,0.0,2.3,6.1,4.199999999999999,-1.5
546,2018.12.31,7.5,0.3,-1.5,4.2,1.35,8.8,1.4,-0.7,4.8,2.05,5.7,0.0,0.0,5.1,2.55,-4.6
547,2019.01.01,6.1,0.9,-4.6,2.7,-0.9499999999999997,7.5,0.3,-1.5,4.2,1.35,8.8,1.4,-0.7,4.8,2.05,-0.7
548,2019.01.02,9.5,0.9,-0.7,3.1,1.2000000000000002,6.1,0.9,-4.6,2.7,-0.9499999999999997,7.5,0.3,-1.5,4.2,1.35,-3.3
549,2019.01.03,7.9,0.1,-3.3,0.3,-1.5,9.5,0.9,-0.7,3.1,1.2000000000000002,6.1,0.9,-4.6,2.7,-0.9499999999999997,-6.3
550,2019.01.04,5.4,0.2,-6.3,-1.0,-3.65,7.9,0.1,-3.3,0.3,-1.5,9.5,0.9,-0.7,3.1,1.2000000000000002,-3.2
551,2019.01.05,5.8,4.0,-3.2,2.2,-0.5,5.4,0.2,-6.3,-1.0,-3.65,7.9,0.1,-3.3,0.3,-1.5,-6.5
552,2019.01.06,7.3,0.0,-6.5,0.4,-3.05,5.8,4.0,-3.2,2.2,-0.5,5.4,0.2,-6.3,-1.0,-3.65,-14.9
553,2019.01.07,1.9,0.0,-14.9,-5.2,-10.05,7.3,0.0,-6.5,0.4,-3.05,5.8,4.0,-3.2,2.2,-0.5,-10.4
554,2019.01.08,4.4,4.7,-10.4,0.0,-5.2,1.9,0.0,-14.9,-5.2,-10.05,7.3,0.0,-6.5,0.4,-3.05,-1.2
555,2019.01.09,4.6,1.9,-1.2,1.8,0.30000000000000004,4.4,4.7,-10.4,0.0,-5.2,1.9,0.0,-14.9,-5.2,-10.05,-8.6
556,2019.01.10,3.2,0.3,-8.6,0.2,-4.2,4.6,1.9,-1.2,1.8,0.30000000000000004,4.4,4.7,-10.4,0.0,-5.2,-9.8
557,2019.01.11,5.6,0.1,-9.8,-6.5,-8.15,3.2,0.3,-8.6,0.2,-4.2,4.6,1.9,-1.2,1.8,0.30000000000000004,-4.3
558,2019.01.12,6.0,1.2,-4.3,3.3,-0.5,5.6,0.1,-9.8,-6.5,-8.15,3.2,0.3,-8.6,0.2,-4.2,0.0
559,2019.01.13,5.9,1.4,0.0,3.3,1.65,6.0,1.2,-4.3,3.3,-0.5,5.6,0.1,-9.8,-6.5,-8.15,-1.4
560,2019.01.14,10.1,4.7,-1.4,3.1,0.8500000000000001,5.9,1.4,0.0,3.3,1.65,6.0,1.2,-4.3,3.3,-0.5,-3.2
561,2019.01.15,8.2,0.7,-3.2,1.2,-1.0,10.1,4.7,-1.4,3.1,0.8500000000000001,5.9,1.4,0.0,3.3,1.65,-1.3
562,2019.01.16,10.0,0.2,-1.3,5.7,2.2,8.2,0.7,-3.2,1.2,-1.0,10.1,4.7,-1.4,3.1,0.8500000000000001,-1.1
563,2019.01.17,6.0,3.3,-1.1,10.0,4.45,10.0,0.2,-1.3,5.7,2.2,8.2,0.7,-3.2,1.2,-1.0,-3.2
564,2019.01.18,8.1,7.2,-3.2,5.6,1.1999999999999997,6.0,3.3,-1.1,10.0,4.45,10.0,0.2,-1.3,5.7,2.2,-4.7
565,2019.01.19,3.6,0.0,-4.7,0.6,-2.0500000000000003,8.1,7.2,-3.2,5.6,1.1999999999999997,6.0,3.3,-1.1,10.0,4.45,-2.1
566,2019.01.20,3.7,2.7,-2.1,0.0,-1.05,3.6,0.0,-4.7,0.6,-2.0500000000000003,8.1,7.2,-3.2,5.6,1.1999999999999997,-7.0
567,2019.01.21,1.8,0.1,-7.0,0.0,-3.5,3.7,2.7,-2.1,0.0,-1.05,3.6,0.0,-4.7,0.6,-2.0500000000000003,-9.9
568,2019.01.22,3.0,0.0,-9.9,-2.4,-6.15,1.8,0.1,-7.0,0.0,-3.5,3.7,2.7,-2.1,0.0,-1.05,-7.1
569,2019.01.23,4.7,2.7,-7.1,-1.4,-4.25,3.0,0.0,-9.9,-2.4,-6.15,1.8,0.1,-7.0,0.0,-3.5,-3.1
570,2019.01.24,3.6,1.2,-3.1,1.5,-0.8,4.7,2.7,-7.1,-1.4,-4.25,3.0,0.0,-9.9,-2.4,-6.15,-6.3
571,2019.01.25,6.7,2.5,-6.3,-3.3,-4.8,3.6,1.2,-3.1,1.5,-0.8,4.7,2.7,-7.1,-1.4,-4.25,-6.5
572,2019.01.26,7.1,0.0,-6.5,-2.7,-4.6,6.7,2.5,-6.3,-3.3,-4.8,3.6,1.2,-3.1,1.5,-0.8,-2.1
573,2019.01.27,5.2,0.7,-2.1,2.7,0.30000000000000004,7.1,0.0,-6.5,-2.7,-4.6,6.7,2.5,-6.3,-3.3,-4.8,-1.9
574,2019.01.28,4.5,5.7,-1.9,3.6,0.8500000000000001,5.2,0.7,-2.1,2.7,0.30000000000000004,7.1,0.0,-6.5,-2.7,-4.6,-3.6
575,2019.01.29,4.8,0.1,-3.6,3.3,-0.15000000000000013,4.5,5.7,-1.9,3.6,0.8500000000000001,5.2,0.7,-2.1,2.7,0.30000000000000004,-8.5
576,2019.01.30,2.6,0.1,-8.5,-1.3,-4.9,4.8,0.1,-3.6,3.3,-0.15000000000000013,4.5,5.7,-1.9,3.6,0.8500000000000001,-3.4
577,2019.01.31,2.4,0.2,-3.4,0.1,-1.65,2.6,0.1,-8.5,-1.3,-4.9,4.8,0.1,-3.6,3.3,-0.15000000000000013,-2.0
578,2019.02.01,4.7,1.8,-2.0,2.3,0.1499999999999999,2.4,0.2,-3.4,0.1,-1.65,2.6,0.1,-8.5,-1.3,-4.9,5.3
579,2019.02.02,6.7,2.5,5.3,9.5,7.4,4.7,1.8,-2.0,2.3,0.1499999999999999,2.4,0.2,-3.4,0.1,-1.65,3.5
580,2019.02.03,7.6,2.0,3.5,11.0,7.25,6.7,2.5,5.3,9.5,7.4,4.7,1.8,-2.0,2.3,0.1499999999999999,0.9
581,2019.02.04,8.5,0.3,0.9,4.4,2.6500000000000004,7.6,2.0,3.5,11.0,7.25,6.7,2.5,5.3,9.5,7.4,-1.4
582,2019.02.05,3.0,0.2,-1.4,4.7,1.6500000000000001,8.5,0.3,0.9,4.4,2.6500000000000004,7.6,2.0,3.5,11.0,7.25,-4.8
583,2019.02.06,3.0,0.0,-4.8,3.3,-0.75,3.0,0.2,-1.4,4.7,1.6500000000000001,8.5,0.3,0.9,4.4,2.6500000000000004,-5.5
584,2019.02.07,2.5,0.0,-5.5,2.2,-1.65,3.0,0.0,-4.8,3.3,-0.75,3.0,0.2,-1.4,4.7,1.6500000000000001,-4.5
585,2019.02.08,2.0,0.3,-4.5,3.8,-0.3500000000000001,2.5,0.0,-5.5,2.2,-1.65,3.0,0.0,-4.8,3.3,-0.75,-3.7
586,2019.02.09,2.7,0.1,-3.7,3.8,0.04999999999999982,2.0,0.3,-4.5,3.8,-0.3500000000000001,2.5,0.0,-5.5,2.2,-1.65,-4.5
587,2019.02.10,7.7,0.8,-4.5,6.3,0.8999999999999999,2.7,0.1,-3.7,3.8,0.04999999999999982,2.0,0.3,-4.5,3.8,-0.3500000000000001,2.6
588,2019.02.11,10.5,4.3,2.6,6.0,4.3,7.7,0.8,-4.5,6.3,0.8999999999999999,2.7,0.1,-3.7,3.8,0.04999999999999982,-0.7
589,2019.02.12,9.6,0.1,-0.7,3.2,1.25,10.5,4.3,2.6,6.0,4.3,7.7,0.8,-4.5,6.3,0.8999999999999999,-1.7
590,2019.02.13,5.9,0.1,-1.7,3.6,0.9500000000000001,9.6,0.1,-0.7,3.2,1.25,10.5,4.3,2.6,6.0,4.3,-0.3
591,2019.02.14,6.5,0.0,-0.3,7.1,3.4,5.9,0.1,-1.7,3.6,0.9500000000000001,9.6,0.1,-0.7,3.2,1.25,-2.6
592,2019.02.15,1.9,0.0,-2.6,7.1,2.25,6.5,0.0,-0.3,7.1,3.4,5.9,0.1,-1.7,3.6,0.9500000000000001,-2.3
593,2019.02.16,2.3,0.0,-2.3,8.4,3.0500000000000003,1.9,0.0,-2.6,7.1,2.25,6.5,0.0,-0.3,7.1,3.4,-2.1
594,2019.02.17,1.9,0.0,-2.1,9.7,3.8,2.3,0.0,-2.3,8.4,3.0500000000000003,1.9,0.0,-2.6,7.1,2.25,-2.3
595,2019.02.18,2.2,0.0,-2.3,7.3,2.5,1.9,0.0,-2.1,9.7,3.8,2.3,0.0,-2.3,8.4,3.0500000000000003,-1.3
596,2019.02.19,2.3,0.2,-1.3,7.2,2.95,2.2,0.0,-2.3,7.3,2.5,1.9,0.0,-2.1,9.7,3.8,0.8
597,2019.02.20,4.9,0.0,0.8,8.3,4.550000000000001,2.3,0.2,-1.3,7.2,2.95,2.2,0.0,-2.3,7.3,2.5,-0.5
598,2019.02.21,4.2,0.5,-0.5,8.6,4.05,4.9,0.0,0.8,8.3,4.550000000000001,2.3,0.2,-1.3,7.2,2.95,-2.7
599,2019.02.22,7.6,1.6,-2.7,10.6,3.9499999999999997,4.2,0.5,-0.5,8.6,4.05,4.9,0.0,0.8,8.3,4.550000000000001,-6.4
600,2019.02.23,6.2,0.0,-6.4,-0.8,-3.6,7.6,1.6,-2.7,10.6,3.9499999999999997,4.2,0.5,-0.5,8.6,4.05,-6.6
601,2019.02.24,3.3,0.0,-6.6,1.5,-2.55,6.2,0.0,-6.4,-0.8,-3.6,7.6,1.6,-2.7,10.6,3.9499999999999997,-4.0
602,2019.02.25,3.0,0.0,-4.0,6.5,1.25,3.3,0.0,-6.6,1.5,-2.55,6.2,0.0,-6.4,-0.8,-3.6,-3.9
603,2019.02.26,6.9,0.0,-3.9,10.5,3.3,3.0,0.0,-4.0,6.5,1.25,3.3,0.0,-6.6,1.5,-2.55,-0.1
604,2019.02.27,5.0,0.0,-0.1,9.5,4.7,6.9,0.0,-3.9,10.5,3.3,3.0,0.0,-4.0,6.5,1.25,0.9
605,2019.02.28,8.4,0.0,0.9,12.9,6.9,5.0,0.0,-0.1,9.5,4.7,6.9,0.0,-3.9,10.5,3.3,4.7
606,2019.03.01,5.5,0.1,4.7,11.6,8.15,8.4,0.0,0.9,12.9,6.9,5.0,0.0,-0.1,9.5,4.7,2.5
607,2019.03.02,4.5,0.4,2.5,6.9,4.7,5.5,0.1,4.7,11.6,8.15,8.4,0.0,0.9,12.9,6.9,3.1
608,2019.03.03,5.7,0.5,3.1,11.7,7.3999999999999995,4.5,0.4,2.5,6.9,4.7,5.5,0.1,4.7,11.6,8.15,4.1
609,2019.03.04,9.8,0.0,4.1,14.8,9.45,5.7,0.5,3.1,11.7,7.3999999999999995,4.5,0.4,2.5,6.9,4.7,5.0
610,2019.03.05,6.9,1.5,5.0,11.9,8.45,9.8,0.0,4.1,14.8,9.45,5.7,0.5,3.1,11.7,7.3999999999999995,3.5
611,2019.03.06,4.7,0.5,3.5,13.6,8.55,6.9,1.5,5.0,11.9,8.45,9.8,0.0,4.1,14.8,9.45,6.5
612,2019.03.07,8.8,0.0,6.5,17.2,11.85,4.7,0.5,3.5,13.6,8.55,6.9,1.5,5.0,11.9,8.45,7.8
613,2019.03.08,4.7,1.7,7.8,14.8,11.3,8.8,0.0,6.5,17.2,11.85,4.7,0.5,3.5,13.6,8.55,5.8
614,2019.03.09,5.8,0.2,5.8,12.8,9.3,4.7,1.7,7.8,14.8,11.3,8.8,0.0,6.5,17.2,11.85,6.8
615,2019.03.10,9.1,0.2,6.8,13.8,10.3,5.8,0.2,5.8,12.8,9.3,4.7,1.7,7.8,14.8,11.3,3.8
616,2019.03.11,14.0,0.3,3.8,9.3,6.550000000000001,9.1,0.2,6.8,13.8,10.3,5.8,0.2,5.8,12.8,9.3,0.0
617,2019.03.12,5.8,0.0,0.0,7.9,3.95,14.0,0.3,3.8,9.3,6.550000000000001,9.1,0.2,6.8,13.8,10.3,-1.6
618,2019.03.13,5.7,2.1,-1.6,6.0,2.2,5.8,0.0,0.0,7.9,3.95,14.0,0.3,3.8,9.3,6.550000000000001,-0.9
619,2019.03.14,3.8,0.0,-0.9,9.5,4.3,5.7,2.1,-1.6,6.0,2.2,5.8,0.0,0.0,7.9,3.95,4.5
620,2019.03.15,8.2,2.2,4.5,10.1,7.3,3.8,0.0,-0.9,9.5,4.3,5.7,2.1,-1.6,6.0,2.2,7.7
621,2019.03.16,7.2,0.9,7.7,10.0,8.85,8.2,2.2,4.5,10.1,7.3,3.8,0.0,-0.9,9.5,4.3,3.6
622,2019.03.17,6.5,0.0,3.6,17.6,10.600000000000001,7.2,0.9,7.7,10.0,8.85,8.2,2.2,4.5,10.1,7.3,6.2
623,2019.03.18,8.7,1.5,6.2,11.5,8.85,6.5,0.0,3.6,17.6,10.600000000000001,7.2,0.9,7.7,10.0,8.85,5.2
624,2019.03.19,5.5,0.4,5.2,9.9,7.550000000000001,8.7,1.5,6.2,11.5,8.85,6.5,0.0,3.6,17.6,10.600000000000001,2.5
625,2019.03.20,2.1,0.0,2.5,10.0,6.25,5.5,0.4,5.2,9.9,7.550000000000001,8.7,1.5,6.2,11.5,8.85,-0.6
626,2019.03.21,2.0,0.0,-0.6,11.1,5.25,2.1,0.0,2.5,10.0,6.25,5.5,0.4,5.2,9.9,7.550000000000001,0.7
627,2019.03.22,2.0,0.0,0.7,14.0,7.35,2.0,0.0,-0.6,11.1,5.25,2.1,0.0,2.5,10.0,6.25,2.5
628,2019.03.23,2.8,0.0,2.5,15.6,9.05,2.0,0.0,0.7,14.0,7.35,2.0,0.0,-0.6,11.1,5.25,5.5
629,2019.03.24,4.8,0.0,5.5,17.7,11.6,2.8,0.0,2.5,15.6,9.05,2.0,0.0,0.7,14.0,7.35,7.5
630,2019.03.25,5.5,0.2,7.5,12.1,9.8,4.8,0.0,5.5,17.7,11.6,2.8,0.0,2.5,15.6,9.05,5.2
631,2019.03.26,5.9,0.0,5.2,11.0,8.1,5.5,0.2,7.5,12.1,9.8,4.8,0.0,5.5,17.7,11.6,1.6
632,2019.03.27,5.6,0.0,1.6,9.0,5.3,5.9,0.0,5.2,11.0,8.1,5.5,0.2,7.5,12.1,9.8,-1.1
633,2019.03.28,3.6,0.0,-1.1,13.2,6.05,5.6,0.0,1.6,9.0,5.3,5.9,0.0,5.2,11.0,8.1,2.3
634,2019.03.29,2.2,0.0,2.3,13.8,8.05,3.6,0.0,-1.1,13.2,6.05,5.6,0.0,1.6,9.0,5.3,2.1
635,2019.03.30,2.0,0.0,2.1,15.7,8.9,2.2,0.0,2.3,13.8,8.05,3.6,0.0,-1.1,13.2,6.05,3.1
636,2019.03.31,2.5,0.0,3.1,17.7,10.4,2.0,0.0,2.1,15.7,8.9,2.2,0.0,2.3,13.8,8.05,6.1
637,2019.04.01,5.9,0.0,6.1,13.9,10.0,2.5,0.0,3.1,17.7,10.4,2.0,0.0,2.1,15.7,8.9,5.0
638,2019.04.02,6.6,0.0,5.0,15.2,10.1,5.9,0.0,6.1,13.9,10.0,2.5,0.0,3.1,17.7,10.4,8.2
639,2019.04.03,6.6,0.0,8.2,15.5,11.85,6.6,0.0,5.0,15.2,10.1,5.9,0.0,6.1,13.9,10.0,9.0
640,2019.04.04,7.0,0.0,9.0,17.0,13.0,6.6,0.0,8.2,15.5,11.85,6.6,0.0,5.0,15.2,10.1,6.6
641,2019.04.05,7.7,3.0,6.6,15.0,10.8,7.0,0.0,9.0,17.0,13.0,6.6,0.0,8.2,15.5,11.85,5.9
642,2019.04.06,3.5,3.0,5.9,15.5,10.7,7.7,3.0,6.6,15.0,10.8,7.0,0.0,9.0,17.0,13.0,6.7
643,2019.04.07,4.0,0.0,6.7,17.6,12.15,3.5,3.0,5.9,15.5,10.7,7.7,3.0,6.6,15.0,10.8,8.6
644,2019.04.08,3.3,0.0,8.6,19.7,14.149999999999999,4.0,0.0,6.7,17.6,12.15,3.5,3.0,5.9,15.5,10.7,12.0
645,2019.04.09,4.5,0.4,12.0,19.0,15.5,3.3,0.0,8.6,19.7,14.149999999999999,4.0,0.0,6.7,17.6,12.15,10.9
